"play_key","run_dist","OF_dist","run_speed","top_speed","OF_momentum_home","OF_momentum_side","score_chance","safe_out","def_safe"
"y1_d094_WNA_RZQ_339",51.08992682,292.3465538,23.95667901,27.42003248,-1.604165505,0.458542118,1,1,1
"y1_d096_WNA_RZQ_55",133.7064093,351.1750296,27.819893,30.0619576,-13.73883671,3.640389368,1,1,1
"y2_d071_XFE_RZQ_136",113.880342,378.6276535,27.92813659,29.11837213,-8.108825649,6.537874841,1,1,1
"y2_d071_XFE_RZQ_164",126.6671212,385.6085635,27.15038655,28.79308135,-5.911895555,0.812228632,1,1,1
"y1_d083_YJD_RZQ_302",123.2772868,300.3934391,27.29126564,29.90694708,-2.6933102,2.546894392,0.9,1,0
"y1_d085_YJD_RZQ_179",113.7170983,327.8967999,26.27625686,28.94839082,-18.83423728,2.686540985,1,1,1
"y2_d081_YJD_RZQ_154",97.835704,214.5086936,24.01197584,26.7240554,10.91843778,12.46773073,0.8,1,0
"y2_d097_YJD_RZQ_53",130.6857865,371.0058478,27.26887093,30.96167104,-5.32835767,4.543811631,0.4,0,0
"y2_d097_YJD_RZQ_158",119.4877824,307.1555489,25.61913582,25.65482046,3.591155212,6.329041135,0,0,0
"y2_d026_YUH_RZQ_200",142.9024547,341.4105925,26.84372773,29.47948147,3.404253752,4.578125581,0,0,0
"y2_d027_YUH_RZQ_175",92.28423382,378.5018047,26.51622387,29.82803385,-0.600576327,1.519704536,1,1,1
"y1_d024_AKX_YJD_118",115.5666688,390.7126544,27.69312237,28.10498595,-2.487151169,1.847319976,1,1,1
"y1_d024_AKX_YJD_173",118.3617409,307.0560991,26.85295269,31.01003415,6.612444354,16.49979157,1,1,1
"y1_d028_CMS_YJD_112",132.3191514,374.871427,25.01971194,25.0202087,-2.466642033,3.843712346,0.7,1,0
"y1_d030_CMS_YJD_58",121.9272819,376.9851005,25.96370569,28.48697024,-11.41123473,6.095154217,1,1,1
"y1_d030_CMS_YJD_249",105.9214396,314.73265,28.73644928,29.6951878,-7.207731193,5.549950706,1,1,1
"y2_d066_ESW_YJD_247",110.929727,368.9615402,26.37286476,28.28101856,-6.397079843,6.389115413,1,1,1
"y1_d078_GAX_YJD_260",69.73237788,375.0674884,26.4531962,27.565817,1.404118432,9.657213682,1,1,1
"y1_d009_GEA_YJD_44",104.1718753,310.8108091,27.83044634,28.76670325,-0.44114858,4.166449247,1,1,1
"y1_d011_GEA_YJD_208",115.9459957,379.5806309,28.29211109,28.51996344,-1.716675928,4.125779267,1,1,1
"y2_d004_GHD_YJD_165",115.271543,381.7289524,26.58262407,28.75070279,-8.004101908,0.656888924,1,1,1
"y1_d064_IAQ_YJD_248",136.641371,376.1103755,24.28447567,25.22428387,-8.687637946,8.103871181,1,1,1
"y2_d045_IHI_YJD_131",62.63408063,159.6963363,24.57883842,25.87957768,16.47718026,1.963165233,1,1,1
"y2_d046.5_IHI_YJD_188",130.1219678,380.4634406,28.3485909,29.62484273,-11.20760668,6.306686228,1,1,1
"y2_d047_IHI_YJD_38",136.4162843,389.9687775,25.45190753,28.20382401,-6.598779554,2.810088681,0.4,0,0
"y1_d020_JFU_YJD_113",86.87712174,395.8230719,27.08982994,28.34056169,-6.552124707,0.15602378,1,1,1
"y1_d021_JFU_YJD_20",160.5440776,358.0666223,26.65773524,30.49779971,-5.537200229,16.76532031,0,0,0
"y1_d007_JJS_YJD_284",93.52173433,315.4526866,25.16719882,26.53189016,-8.629658329,4.474540264,1,1,1
"y2_d010_JMJ_YJD_172",134.1111057,356.8121042,26.82212724,28.48151514,-7.953492331,1.568944525,1,1,1
"y2_d010_JMJ_YJD_189",122.1841354,311.1055355,26.81026922,27.00349986,1.260564957,1.705202016,1,1,1
"y2_d033_KNB_YJD_21",66.91481796,344.4317675,25.81596263,30.3218324,-0.640738353,14.87748637,1,1,1
"y2_d034_KNB_YJD_171",123.3141506,294.3582787,25.86778689,28.57412147,5.896384534,8.619195462,0.3,0,0
"y1_d094_KQQ_YJD_22",108.3872781,295.5493373,28.35854163,31.63417737,9.887733626,10.64184827,1,1,1
"y1_d095_KQQ_YJD_61",119.1394435,326.5012284,25.94415547,28.91429047,-0.026289336,0.116265691,1,1,1
"y1_d095_KQQ_YJD_100",113.7238404,372.3000385,27.40268388,27.70779402,-5.791173049,7.966118184,1,1,1
"y2_d084_LFS_YJD_340",127.9825331,384.3716416,25.89496745,26.33382737,-12.35505042,4.398789385,1,1,1
"y2_d084_LFS_YJD_365",145.8342273,344.5753221,24.57262272,29.01634276,-11.63820684,0.190872443,1,1,1
"y1_d099_MRJ_YJD_186",91.85352458,386.0031385,27.2096869,27.3855343,-1.803272856,0.242818217,1,1,1
"y1_d099_MRJ_YJD_259",49.83902725,168.8345928,27.15003024,28.36624762,10.29317508,7.497640145,1,1,1
"y1_d100_MRJ_YJD_38",81.45706228,294.7245443,22.8077721,26.92897282,13.87573824,5.344525077,1,1,1
"y1_d100_MRJ_YJD_82",73.98408847,367.9314669,26.28875473,28.68224336,-8.068659922,3.246956597,1,1,1
"y1_d100_MRJ_YJD_155",144.9182101,358.244169,24.91792005,29.80380275,-21.22300285,3.628372556,1,1,1
"y2_d090_NYA_YJD_249",121.3692767,327.9345857,28.05358579,30.16229216,-9.000917829,2.591639922,1,1,1
"y2_d058_POW_YJD_84",132.7346183,326.0531775,27.85296806,29.1516576,8.202785789,4.670063663,1,1,1
"y2_d052_PTB_YJD_126",121.289748,371.6808833,25.31697668,29.95099792,0.552124087,8.967240628,1,1,1
"y2_d052_PTB_YJD_346",53.6541631,325.8910332,26.89298066,32.2128798,0.939529026,10.71767373,1,1,1
"y2_d053_PTB_YJD_270",122.6496872,368.8288247,26.50294264,27.61281772,-4.076667566,9.963021307,1,1,1
"y2_d054_PTB_YJD_185",119.4540668,384.0024973,25.6990878,27.1348539,-2.718800512,1.156831818,1,1,1
"y2_d011_RQJ_YJD_188",108.8683082,311.3112829,26.95754856,28.95009381,2.950431445,4.457438988,1,1,1
"y2_d012_RQJ_YJD_200",118.667628,273.5343228,25.96126316,29.11870877,5.193019453,13.15905317,1,1,1
"y2_d013_RQJ_YJD_44",106.2702984,374.0075651,26.49339681,27.90023769,-2.825072754,0.371648237,1,1,1
"y2_d013_RQJ_YJD_135",113.4779861,375.6981886,27.21532225,27.9351803,-2.723725033,2.041509144,1,1,1
"y2_d013_RQJ_YJD_257",132.9903206,360.561397,25.88537338,30.54874722,-7.279406912,0.219219647,1,1,1
"y2_d043_RZQ_YJD_125",76.72621984,390.4640432,27.16854082,32.02744608,-4.615757705,1.98085405,1,1,1
"y2_d043_RZQ_YJD_307",97.01019347,395.0388949,25.6141602,30.88540195,-4.822552106,3.814406967,1,1,1
"y2_d015_TEQ_YJD_127",94.69888121,374.6431843,26.7887581,27.25899818,14.10088079,6.307236484,1,1,1
"y1_d040_TKJ_YJD_97",141.907995,347.1549303,28.0436448,31.11595114,-9.278182055,11.12328255,1,1,1
"y1_d040_TKJ_YJD_176",137.468331,399.24148,28.46460192,29.14345733,-7.471882938,2.556151068,1,1,1
"y1_d041_TKJ_YJD_134",150.0221904,380.1502832,26.70014168,29.98393952,6.841645941,3.766620641,1,1,1
"y1_d042_TKJ_YJD_82",155.7519585,306.1478939,25.71486059,31.5440997,-9.316058885,18.84881282,0.1,0,0
"y1_d048_UPU_YJD_74",104.7107118,329.1039983,28.38336408,30.76314458,-13.0566949,2.297288702,1,1,1
"y1_d048_UPU_YJD_237",111.6544583,378.2275738,27.23740104,29.201629,-7.299920917,8.922312028,1,1,1
"y1_d049_UPU_YJD_129",134.9688632,287.1826634,25.96671747,28.36973714,-7.000522582,17.26206452,0.3,0,0
"y1_d050_UPU_YJD_186",159.089975,363.0284471,27.10093822,29.25882191,-5.301180057,0.331936811,1,1,1
"y1_d073_UWE_YJD_202",108.9685017,322.9333195,28.50850184,31.80051564,-3.970815808,6.122686713,1,1,1
"y1_d074_UWE_YJD_49",133.6621077,377.5461371,25.13820364,26.17584206,-3.840671005,0.945390773,1,1,1
"y2_d074.5_VZE_YJD_53",107.1076279,315.7333871,27.68861085,28.41714807,-7.11432574,4.577046871,1,1,1
"y2_d074.5_VZE_YJD_76",131.2519323,373.8711395,26.81439117,28.67050402,-1.415749171,7.327002266,1,1,1
"y2_d074.5_VZE_YJD_111",88.29011376,387.5969425,25.34986725,28.66936619,-6.652758906,5.053061106,1,1,1
"y2_d075_VZE_YJD_41",92.93899498,271.4307211,25.73636731,28.8991867,9.421396043,6.210853204,1,1,1
"y2_d083_WMI_YJD_56",115.4959224,311.5177525,27.06008244,31.26604678,-2.070423234,9.41627109,0.2,0,0
"y2_d083_WMI_YJD_228",127.726417,389.2611668,27.81962894,28.35546897,-7.045418195,3.03917062,1,1,1
"y1_d056_WZR_YJD_36",43.38818368,290.3444849,23.74386149,26.51011543,13.99177065,5.629949623,1,1,1
"y1_d056_WZR_YJD_207",47.59905241,367.851236,24.94680131,29.37262699,5.630424224,6.297126553,1,1,1
"y1_d070_ACN_QEA_118",114.9973981,285.6622039,24.17206644,26.09164678,4.093971954,13.26493635,1,1,1
"y1_d070_ACN_QEA_282",45.82025762,348.3978783,24.50360815,25.07060337,-1.642431573,17.94556408,1,1,1
"y1_d072_ACN_QEA_81",67.42293951,256.6582358,23.91732659,26.92747425,23.54109188,3.2156476,1,1,1
"y1_d052_APZ_QEA_304",73.48888992,311.9742649,17.85272877,24.03961214,2.324279885,2.929336603,1,1,1
"y1_d052_APZ_QEA_340",98.90862882,257.8726518,27.35701043,29.16314932,17.79341708,4.123524409,1,1,1
"y1_d053_APZ_QEA_221",65.34193261,363.1241541,21.39222232,25.35241679,-9.858599459,13.61607047,1,1,1
"y1_d053_APZ_QEA_223",73.90497475,296.7887081,22.19686857,27.64154253,6.92197006,6.741996817,1,1,1
"y1_d054_APZ_QEA_7",72.20894899,275.825259,25.18467743,27.78517989,3.217131371,12.43615308,1,1,1
"y1_d054_APZ_QEA_107",105.7301436,267.6406694,23.69872876,24.42153113,8.696922265,0.115718983,0.1,0,0
"y1_d054_APZ_QEA_116",84.0936774,264.5090103,23.93509683,26.26097613,18.30972114,1.548883697,1,1,1
"y1_d054_APZ_QEA_163",121.5144299,335.17705,14.30156341,25.15964015,-29.05003582,0.2839425,1,1,1
"y1_d055_APZ_QEA_184",44.84344021,398.4127466,20.03345934,24.16617985,-4.223107426,2.440384738,1,1,1
"y1_d001_CGA_QEA_41",97.52622974,309.1142793,22.54860236,25.22761171,1.112036375,21.21365654,1,1,1
"y1_d001_CGA_QEA_108",92.17896689,351.4199894,23.19477331,25.69344356,-3.074556257,5.725604054,1,1,1
"y1_d001_CGA_QEA_200",80.89278785,224.0608608,25.53334436,27.33453479,19.42120744,7.265610952,1,1,1
"y1_d001_CGA_QEA_216",63.61291763,309.2169502,26.14617888,28.22524286,-9.192371297,20.16658978,1,1,1
"y1_d001_CGA_QEA_271",87.9141667,239.2414713,22.63461189,27.79746102,15.83446048,1.256246047,1,1,1
"y1_d002_CGA_QEA_92",97.62756115,309.7801691,1.733051159,25.2213505,-5.87825937,6.97213397,1,1,1
"y1_d003_CGA_QEA_193",102.4130392,335.1199506,20.27988458,24.43390897,0.757751302,22.26591283,1,1,1
"y1_d003_CGA_QEA_277",100.4250757,255.886658,24.01233898,26.77849234,7.78828106,19.27749702,1,1,1
"y1_d004_CGA_QEA_106",88.27715633,297.9207417,21.38124401,23.05549233,-15.03050334,9.244759399,1,1,1
"y1_d004_CGA_QEA_160",101.8127029,350.3208229,26.52878022,27.80801835,4.737286068,15.35843935,1,1,1
"y1_d004_CGA_QEA_262",62.06646992,260.2624053,23.07789763,23.79258334,16.02563271,1.469022759,1,1,1
"y1_d088_CRQ_QEA_104",104.0512262,243.5352192,25.18908956,26.31774217,16.11433191,4.802724958,1,1,1
"y1_d088_CRQ_QEA_231",68.09905852,302.3814931,23.60228494,28.27669562,-0.051850284,6.840399385,1,1,1
"y1_d089_CRQ_QEA_249",92.71847618,277.9969822,25.29577663,27.62649315,12.18162634,10.02934234,1,1,1
"y1_d080_FBP_QEA_54",70.36411822,268.8687374,23.50711959,26.26587427,7.593681639,18.74228078,1,1,1
"y1_d080_FBP_QEA_73",61.39309832,297.5269227,20.9673258,22.58205253,-7.794506484,11.94124411,1,1,1
"y1_d080_FBP_QEA_75",35.97695987,384.5290259,15.94137172,24.95634723,-9.644221912,5.381385111,1,1,1
"y1_d081_FBP_QEA_23",64.57991497,311.9115615,25.87568837,27.30678992,-1.117247924,1.335570828,1,1,1
"y1_d082_FBP_QEA_42",51.15636484,188.0650195,23.53946719,24.81331369,13.48812232,4.642581018,1,1,1
"y1_d082_FBP_QEA_71",60.2725895,237.6461889,23.96719896,27.32154854,13.99745431,8.588646047,1,1,1
"y1_d082_FBP_QEA_75",78.6453482,224.076631,24.00960924,26.47451651,19.79205522,0.476702126,1,1,1
"y1_d082_FBP_QEA_259",72.74886288,279.4469749,24.42005323,28.34814494,2.78904723,9.402620319,1,1,1
"y1_d014_IXC_QEA_36",95.45012287,279.8065015,26.94419323,30.9461383,12.82090277,6.161562,1,1,1
"y1_d014_IXC_QEA_42",97.70662252,237.0269335,26.9470876,27.5763188,17.25352146,0.943544214,1,1,1
"y1_d014_IXC_QEA_45",114.31051,277.2560986,23.58579978,26.18079429,17.07246461,6.594888237,1,1,1
"y1_d014_IXC_QEA_85",79.79584967,258.3926487,25.75248879,28.55148979,16.793344,14.43052496,1,1,1
"y1_d014_IXC_QEA_285",40.91947967,387.1746761,18.52812408,26.33179078,-16.53351717,1.50276536,1,1,1
"y1_d014_IXC_QEA_289",69.59793116,286.6878799,25.46314478,26.88154181,8.642728416,11.58886449,1,1,1
"y1_d015_IXC_QEA_40",83.13454358,271.0416728,25.66879091,27.6616807,10.60677043,8.459639645,1,1,1
"y1_d059_JNJ_QEA_114",77.97023777,286.4439222,22.51480045,26.53426876,15.72084505,10.09726709,1,1,1
"y1_d059_JNJ_QEA_126",103.7344708,346.000887,17.78600857,26.21961361,-6.781693435,7.3320436,1,1,1
"y1_d066_OWH_QEA_32",28.78490042,367.8319302,21.10314269,24.80031242,-4.608521126,1.021629715,1,1,1
"y1_d066_OWH_QEA_85",87.29438131,260.9770418,24.11592869,24.63928749,4.33119795,12.82585201,1,1,1
"y1_d066_OWH_QEA_167",95.15108847,281.7157166,23.60893691,23.73469933,-6.587916838,17.76422614,1,1,1
"y1_d066_OWH_QEA_262",103.151495,279.5648544,25.36231146,27.11613698,12.44203605,3.492231999,1,1,1
"y1_d066_OWH_QEA_315",92.68137015,273.2700832,27.15361778,27.84041499,15.87144113,1.521713001,1,1,1
"y1_d067_OWH_QEA_13",88.15993438,257.2779531,25.46556796,27.64883322,17.75951111,3.014984284,1,1,1
"y1_d067_OWH_QEA_225",79.24913767,264.1580378,24.29835575,31.51581574,8.65309689,17.19688659,1,1,1
"y1_d067_OWH_QEA_252",93.32999954,255.3442321,23.25407676,24.86637008,16.60758226,0.087615578,1,1,1
"y1_d068_OWH_QEA_9",112.2090251,284.7085606,23.94300253,26.65195285,6.219871177,8.157685872,1,1,1
"y1_d068_OWH_QEA_29",100.6124513,249.3658899,26.47167713,29.00260289,19.42899589,2.685894944,0.3,0,0
"y1_d068_OWH_QEA_59",99.56483972,274.6081388,23.84264185,26.34399587,13.47270858,2.725864176,1,1,1
"y1_d016_OXG_QEA_70",97.353499,238.5744369,28.49899269,30.03262506,13.71623001,1.23987404,1,1,1
"y1_d016_OXG_QEA_77",56.55569168,263.2821127,21.82618337,23.46989534,4.899137371,8.407008187,1,1,1
"y1_d016_OXG_QEA_130",87.37325528,279.9882204,27.47700265,27.47700265,14.78525173,4.971768561,1,1,1
"y1_d016_OXG_QEA_244",101.7734258,263.6440504,24.46702881,26.79907265,19.9934221,7.948946378,0.8,1,0
"y1_d018_OXG_QEA_92",56.20400369,312.0767444,24.73691533,25.60715972,-1.526082893,9.461548482,1,1,1
"y1_d018_OXG_QEA_99",66.87932636,257.5774821,24.68145675,30.52042786,15.53423654,3.13139599,1,1,1
"y1_d018_OXG_QEA_126",67.93259137,227.5657413,22.39036939,27.26306674,19.39517812,1.793934538,1,1,1
"y1_d018_OXG_QEA_143",77.21317541,362.0519178,16.83847945,23.87123853,-13.87115955,13.6534049,1,1,1
"y1_d018_OXG_QEA_196",112.0392903,280.9550555,26.21362468,26.91922747,10.75651375,10.82815575,1,1,1
"y1_d018_OXG_QEA_315",99.67172125,304.8074149,24.25498053,25.96391951,-7.118860254,11.09131317,1,1,1
"y1_d019_OXG_QEA_128",87.47649715,246.896023,24.41298973,31.17667585,14.04322286,1.576024252,1,1,1
"y1_d019_OXG_QEA_131",37.62069387,231.8499297,24.93021901,26.48756608,14.99217183,6.652751677,1,1,1
"y1_d019_OXG_QEA_180",20.87695021,305.1474745,19.43068022,26.09321923,-15.18866137,0.18923954,1,1,1
"y1_d019_OXG_QEA_206",81.11868159,262.4861157,23.84282541,25.43815219,16.03237997,3.722682281,1,1,1
"y1_d019_OXG_QEA_255",82.71311892,268.7432553,26.93238994,27.77613207,9.274512952,7.566770946,1,1,1
"y1_d056_OXG_QEA_224",97.41101068,259.8581213,26.15757369,29.03857948,9.964243484,7.849108955,1,1,1
"y1_d056_OXG_QEA_265",86.24606138,301.7202022,31.18352575,31.18352575,4.529896657,20.22470788,1,1,1
"y1_d057_OXG_QEA_23",86.89705175,276.4108426,24.99294619,28.2157782,1.878887656,5.125098767,1,1,1
"y1_d057_OXG_QEA_146",87.48275174,250.5025205,24.64582623,25.98722068,21.90987497,2.62022445,0.9,1,0
"y1_d057_OXG_QEA_294",63.61633367,266.3934251,24.27165388,28.76830364,3.354583361,13.16930581,1,1,1
"y1_d057_OXG_QEA_310",93.65051648,261.8559228,21.14860258,23.84624611,3.78736553,2.821312939,1,1,1
"y1_d058_OXG_QEA_219",79.05563596,245.9016625,25.95208573,28.22694661,20.17025456,1.892093152,1,1,1
"y1_d031_REC_QEA_24",47.27838446,265.9714418,21.86959477,21.95593151,9.164624143,0.018366343,1,1,1
"y1_d031_REC_QEA_29",79.72256154,241.3891277,20.97124053,27.28558472,14.51682897,3.640193628,1,1,1
"y1_d031_REC_QEA_200",51.54427913,278.8109439,25.03063826,27.15308687,-4.09729739,12.57853247,1,1,1
